,Unnamed: 0,rgi_id,rgi_region,rgi_subregion,name,cenlon,cenlat,rgi_area_km2,glacier_type,terminus_type,status,dem_source,n_orig_centerlines,error_task,error_msg,dem_mean_elev,dem_med_elev,dem_min_elev,dem_max_elev,dem_max_elev_on_ext,dem_min_elev_on_ext,dem_perc_area_above_max_elev_on_ext,n_centerlines,longuest_centerline_km,lake_type,calving_front_width,length_to_LGM,region,debris,debris_jb
0,0,RGI60-15.09991,15,15-Feb,Cn5O193B0142 Rongbuk Glacier,86.83,28.048,73.215,Glacier,Land-terminating,Glacier or ice cap,SRTM,20,,,6004.388672,5935,5152,7946,7946,5152,0,20,24.26647978,2,,,everest,1,1
1,1,RGI60-15.02703,15,15-Feb,,88.20178223,27.76586914,68.664,Glacier,Land-terminating,Glacier or ice cap,SRTM,29,,,5421.736328,5449,4203,7136,7136,4203,0,29,26.45731831,0,,,sikkim,1,1
2,2,RGI60-15.10718,15,15-Feb,Cn5O212A0300 Lianggang Glacier,90.355,28.124,66.025,Glacier,Land-terminating,Glacier or ice cap,SRTM,15,,,5820.582031,5838,4754,7264,7264,4754,0,15,21.76956167,0,,,bhutan,,0
3,3,RGI60-15.09803,15,15-Feb,Cn5O193A0059 Kangxiong Glacier,86.992,27.986,64.393,Glacier,Land-terminating,Glacier or ice cap,SRTM,10,,,6020.969727,5740,4577,8807,8803,4577,0.000134409,10,20.94706189,0,,,everest,1,1
4,4,RGI60-15.03473,15,15-Feb,,86.71591187,28.089468,61.054,Glacier,Land-terminating,Glacier or ice cap,SRTM,16,,,5812.584961,5815,4701,8186,8120,4702,0.002959973,16,24.05125684,2,,,everest,1,1
5,5,RGI60-15.02846,15,15-Feb,,88.13967414,27.79982186,58.261,Glacier,Land-terminating,Glacier or ice cap,SRTM,25,,,5767.616211,5850,4596,7232,7232,4596,0,25,26.14544999,0,,,sikkim,,1
6,6,RGI60-15.09921,15,15-Feb,Cn5O193B0183 Gechongkang Glacier,86.719,28.153,47.113,Glacier,Land-terminating,Glacier or ice cap,SRTM,13,,,6332.930176,6304,5337,7929,7923,5337,0.000141955,13,20.12882885,0,,,everest,1,1
7,7,RGI60-15.09870,15,15-Feb,Cn5O193A0037 Kazhenpu Glacier,87.135,27.921,46.69,Glacier,Land-terminating,Glacier or ice cap,SRTM,9,,,5668.144531,5490.5,3721,8383,8383,3721,0,9,16.69034112,0,,,everest,,1
8,8,RGI60-15.09675,15,15-Feb,Cn5O192C0046,86.287,28.289,42.739,Glacier,Land-terminating,Glacier or ice cap,SRTM,9,,,5691.07373,5661,4780,7095,7095,4780,0,9,17.8067515,0,,,poiqu,,1
9,9,RGI60-15.04515,15,15-Jan,,84.15870667,28.49914932,42.398,Glacier,Land-terminating,Glacier or ice cap,SRTM,10,,,6270.626953,6386,3612,7586,7586,3612,0,10,11.85181818,0,,,,,
10,10,RGI60-15.04121,15,15-Jan,,85.66984558,28.31245422,37.792,Glacier,Land-terminating,Glacier or ice cap,SRTM,21,,,5333.435547,5343,4492,6615,6615,4492,0,21,20.70739826,0,,,poiqu,1,1
11,11,RGI60-15.04151,15,15-Jan,,84.68379211,28.40664291,36.05,Glacier,Land-terminating,Glacier or ice cap,SRTM,14,,,5242.323242,5400,3090,6981,6981,3090,0,14,21.87822337,0,,,,,
12,12,RGI60-15.09255,15,15-Jan,Cn5O186A0005 Sangqing Glacier,85.143,28.37,35.032,Glacier,Land-terminating,Glacier or ice cap,SRTM,6,,,5650.135742,5692.5,4355,7373,7373,4355,0,6,9.849991334,0,,,,,
13,13,RGI60-15.02231,15,15-Feb,,90.440539,28.02103221,34.388,Glacier,Land-terminating,Glacier or ice cap,SRTM,20,,,5345.916504,5384,4680,6118,6118,4680,0,20,16.46461406,0,,,bhutan,1,1
14,14,RGI60-15.09474,15,15-Feb,Cn5O191B0018,85.751,28.316,34.199,Glacier,Land-terminating,Glacier or ice cap,SRTM,10,,,5817.304199,5764,5029,7729,7729,5029,0,10,16.63873895,0,,,poiqu,1,1
15,15,RGI60-15.10299,15,15-Jan,Cn5O195A0004 Kangjiaruo Glacier,85.694,28.431,34.073,Glacier,Land-terminating,Glacier or ice cap,SRTM,10,,,5934.209961,5849,5328,7267,7267,5331,0,10,15.19173722,2,,,poiqu,,0
16,16,RGI60-15.10147,15,15-Feb,Cn5O194B004,86.59,28.121,33.291,Glacier,Land-terminating,Glacier or ice cap,SRTM,12,,,6168.648926,6060,5147,8179,8179,5147,0,12,18.6746212,0,,,everest,1,1
17,17,RGI60-15.02709,15,15-Feb,,88.09549329,27.66147626,32.194,Glacier,Land-terminating,Glacier or ice cap,SRTM,14,,,5581.069336,5476,4365,7934,7934,4365,0,14,22.98589104,0,,,sikkim,,1
18,18,RGI60-15.10755,15,15-Feb,Cn5O212A0282 Langmusang Glacier,90.472,28.082,32.023,Glacier,Land-terminating,Glacier or ice cap,SRTM,5,,,6183.489746,6082,5250,7353,7259,5250,0.017757367,5,13.56959595,0,,,bhutan,,0
19,19,RGI60-15.02229,15,15-Feb,,90.16532135,28.09889221,31.514,Glacier,Land-terminating,Glacier or ice cap,SRTM,13,,,4826.546875,4547,4057,6586,6586,4057,0,13,19.13412878,0,,,bhutan,1,1
20,20,RGI60-15.04541,15,15-Jan,,84.45565796,28.7372551,31.267,Glacier,Land-terminating,Glacier or ice cap,SRTM,13,,,5349.900879,5772,3724,6529,6529,3724,0,13,17.82301817,0,,,,,
21,21,RGI60-15.09408,15,15-Jan,Cn5O186C0053 Gangpengqing Glacier,85.544,28.538,30.004,Glacier,Land-terminating,Glacier or ice cap,SRTM,6,,,5593.637695,5543,4572,7275,7275,4572,0,6,12.86234458,0,,,poiqu,1,1
22,22,RGI60-15.03619,15,15-Feb,,87.01971436,27.9392376,29.968,Glacier,Land-terminating,Glacier or ice cap,SRTM,15,,,5832.55127,5911,4926,7066,7066,4926,0,15,18.73316016,0,,,everest,1,1
23,23,RGI60-15.10994,15,15-Jan,Cn5O257D0018,82.733,29.796,29.944,Glacier,Land-terminating,Glacier or ice cap,SRTM,15,,,5679.895508,5698,5107,6479,6479,5107,0,15,11.95633938,1,700,3200,central_west_one,,0
24,24,RGI60-15.09361,15,15-Jan,Cn5O186C0042 Dudang Glacier,85.427,28.608,29.171,Ice cap,Land-terminating,Glacier or ice cap,SRTM,1,,,5313.870117,5344,4500,6465,6465,4500,0,1,10.41151861,2,,,poiqu,1,1
25,25,RGI60-15.11003,15,15-Jan,Cn5O257D0011,82.799,29.753,28.628,Glacier,Land-terminating,Glacier or ice cap,SRTM,12,,,5744.463379,5768,5205,6598,6598,5205,0,12,14.17348412,0,550,940,central_west_one,,0
26,26,RGI60-15.03448,15,15-Feb,,86.53399429,27.87467538,28.574,Glacier,Land-terminating,Glacier or ice cap,SRTM,24,,,5644.215332,5714,4577,6660,6660,4577,0,24,18.75390879,1,250,3600,everest,,1
27,27,RGI60-15.10434,15,15-Feb,Cn5O197B0103 Kaer Glacier,88.108,27.905,28.367,Glacier,Land-terminating,Glacier or ice cap,SRTM,9,,,6277.675781,6300,5509,7423,7423,5509,0,9,10.07723066,1,570,3100,sikkim,,0
28,28,RGI60-15.09871,15,15-Feb,Cn5O193A0008 Labeilang Glacier,87.142,27.859,28.275,Glacier,Land-terminating,Glacier or ice cap,SRTM,8,,,5717.262207,5500,4095,8429,8429,4095,0,8,12.97233571,0,,,everest,,1
29,29,RGI60-15.04676,15,15-Jan,,84.16700106,28.90290408,27.859,Glacier,Land-terminating,Glacier or ice cap,SRTM,17,,,5989.108887,6018,5258,6730,6708,5258,0.000460653,17,12.04512337,0,,,,,
30,30,RGI60-15.03422,15,15-Feb,,86.58087921,28.09718704,27.163,Glacier,Land-terminating,Glacier or ice cap,SRTM,13,,,5374.34668,5310,4785,6546,6546,4785,0,13,18.94228888,2,,,everest,1,1
31,31,RGI60-15.10135,15,15-Feb,Cn5O194B0047,86.417,28.287,26.848,Glacier,Land-terminating,Glacier or ice cap,SRTM,8,,,5756.566406,5654,5089,7177,7177,5089,0,8,16.45852121,0,,,poiqu,1,1
32,32,RGI60-15.09459,15,15-Jan,Cn5O186C0113 Purepu Glacier,85.645,28.407,26.808,Glacier,Land-terminating,Glacier or ice cap,SRTM,12,,,5540.31543,5485,4761,7140,7140,4761,0,12,14.09267416,0,,,poiqu,1,1
33,33,RGI60-15.10055,15,15-Feb,Cn5O193B0118 East Rongbuk Glacier,86.93,28.05,26.727,Glacier,Land-terminating,Glacier or ice cap,SRTM,21,,,6434.244629,6428.5,5601,7548,7548,5601,0,21,13.73256651,0,,,everest,1,1
34,34,RGI60-15.09729,15,15-Feb,Cn5O192D0034,86.379,28.273,25.852,Glacier,Land-terminating,Glacier or ice cap,SRTM,7,,,5781.843262,5661,4966,7334,7274,4966,0.002750809,7,13.73854386,0,,,poiqu,,1
35,35,RGI60-15.03206,15,15-Feb,,88.15456338,27.62801442,25.737,Glacier,Land-terminating,Glacier or ice cap,SRTM,18,,,5439.233887,5266,4180,7275,7275,4180,0,18,16.48252682,0,,,sikkim,,1
36,36,RGI60-15.09771,15,15-Feb,Cn5O192E004,86.475,27.977,25.353,Glacier,Land-terminating,Glacier or ice cap,SRTM,11,,,5649.73877,5628,5054,7146,7146,5054,0,11,11.13848376,1,570,4100,everest,,1
37,37,RGI60-15.03366,15,15-Feb,,87.00796509,27.83184624,23.845,Glacier,Land-terminating,Glacier or ice cap,SRTM,16,,,5814.08252,5983,4548,6677,6677,4554,0,16,14.00482221,1,770,3200,everest,,1
38,38,RGI60-15.09500,15,15-Feb,Cn5O191C0012 Xiebupu Glacier,85.801,28.372,23.457,Glacier,Land-terminating,Glacier or ice cap,SRTM,8,,,6229.385742,5992,5257,7976,7974,5257,8.02E-05,8,14.73146983,0,,,poiqu,,1
39,39,RGI60-15.10232,15,15-Feb,Cn5O194D0021 Duiya Glacier,86.358,28.329,22.526,Glacier,Land-terminating,Glacier or ice cap,SRTM,5,,,6271.743652,6263,5498,7254,7254,5498,0,5,12.02734198,1,620,2600,poiqu,,0
40,40,RGI60-15.09426,15,15-Jan,Cn5O186C0087 Lalaga Glacier,85.572,28.472,22.419,Glacier,Land-terminating,Glacier or ice cap,SRTM,9,,,5503.117188,5467,4757,6631,6631,4757,0,9,15.67981038,2,,,poiqu,1,1
41,41,RGI60-15.02644,15,15-Feb,,89.9980513,28.13799482,21.772,Glacier,Land-terminating,Glacier or ice cap,SRTM,6,,,4955.835449,4863.5,4379,5931,5931,4379,0,6,17.26954458,2,,,bhutan,1,1
42,42,RGI60-15.10255,15,15-Feb,Cn5O194E0009 Yebokangjiale Glacier,85.751,28.386,21.352,Glacier,Land-terminating,Glacier or ice cap,SRTM,8,,,6436.936523,6537,5587,7415,7415,5587,0,8,11.6084606,1,470,,poiqu,,0
43,43,RGI60-15.04070,15,15-Jan,,84.59508546,28.53550454,21.036,Glacier,Land-terminating,Glacier or ice cap,SRTM,8,,,5307.352539,5330,3927,7772,7772,3927,0,8,10.64493333,0,,,,,
44,44,RGI60-15.11019,15,15-Jan,Cn5O257E0002,82.664,29.859,20.772,Glacier,Land-terminating,Glacier or ice cap,SRTM,8,,,5669.922852,5666,5044,6348,6343,5044,0.000165961,8,12.7586212,2,,,central_west_one,,0
45,45,RGI60-15.10180,15,15-Feb,,86.654,28.137,19.829,Glacier,Land-terminating,Glacier or ice cap,SRTM,5,,,6475.117676,6358,5420,8179,8179,5420,0,5,13.66665482,0,,,everest,1,1
46,46,RGI60-15.09805,15,15-Feb,Cn5O193A0120 Kada Glacier,87.007,28.047,19.177,Glacier,Land-terminating,Glacier or ice cap,SRTM,12,,,6184.543457,6149,5627,7174,7174,5627,0,12,9.684534265,1,500,,everest,,0
47,47,RGI60-15.03733,15,15-Feb,,86.90324402,27.97471619,19.097,Glacier,Land-terminating,Glacier or ice cap,SRTM,11,,,5897.686523,5561,4921,7891,7891,4921,0,11,18.37562019,2,,,everest,,1
48,48,RGI60-15.10689,15,15-Feb,Cn5O201A0019,88.881,27.923,18.92,Glacier,Land-terminating,Glacier or ice cap,SRTM,5,,,5738.771484,5744,4769,6998,6977,4769,0.000835631,5,14.08714862,2,,,sikkim,,1
49,49,RGI60-15.09792,15,15-Feb,Cn5O192E0013 Shalong Glacier,86.536,28.082,18.475,Glacier,Land-terminating,Glacier or ice cap,SRTM,7,,,5405.089844,5287,4778,6846,6846,4778,0,7,10.98587012,0,,,everest,1,1
50,50,RGI60-15.10921,15,15-Feb,Cn5O212A0057 Sebuganglun Glacier,90.849,28.058,17.465,Glacier,Land-terminating,Glacier or ice cap,SRTM,12,,,5422.195313,5552,4440,6210,6210,4440,0,12,13.32212424,0,,,bhutan,,1
51,51,RGI60-15.03765,15,15-Feb,,87.00346375,27.75392532,17.114,Glacier,Land-terminating,Glacier or ice cap,SRTM,13,,,5159.500488,5194,4211,6404,6404,4211,0,13,9.110796749,0,,,everest,,1
52,52,RGI60-15.04071,15,15-Jan,,84.63992162,28.48925987,17.016,Glacier,Land-terminating,Glacier or ice cap,SRTM,11,,,4196.810059,4115,3552,5460,5460,3552,0,11,14.94052575,0,,,,,
53,53,RGI60-15.05140,15,15-Jan,,84.53705907,28.51844592,16.895,Glacier,Land-terminating,Glacier or ice cap,SRTM,5,,,5815.448242,6041,4062,7567,7567,4062,0,5,12.54097618,1,280,,,,
54,54,RGI60-15.10878,15,15-Feb,Cn5O212A0189 Rega Glacier,90.671,28.231,16.134,Glacier,Land-terminating,Glacier or ice cap,SRTM,4,,,5341.001465,5265,4617,6713,6713,4617,0,4,10.22049754,0,,,bhutan,1,1
55,55,RGI60-15.09965,15,15-Feb,Cn5O193B0152 Jiuda Glacier,86.789,28.107,15.916,Glacier,Land-terminating,Glacier or ice cap,SRTM,8,,,6259.45752,6232,5404,7916,7916,5406,0,8,12.610215,0,,,everest,1,1
56,56,RGI60-15.09457,15,15-Jan,Cn5O186C0126 Lantan Glacier,85.641,28.312,15.824,Glacier,Land-terminating,Glacier or ice cap,SRTM,6,,,5412.488281,5471,4370,6542,6542,4370,0,6,15.82922077,0,,,poiqu,1,1
57,57,RGI60-15.03052,15,15-Feb,,88.85140965,27.89736847,15.596,Glacier,Land-terminating,Glacier or ice cap,SRTM,6,,,5497.151855,5575,4477,6710,6709,4477,9.04E-05,6,9.545909806,0,,,sikkim,,1
58,58,RGI60-15.09483,15,15-Feb,Cn5O191B0026,85.812,28.335,15.55,Glacier,Land-terminating,Glacier or ice cap,SRTM,5,,,6122.906738,6013.5,5081,7875,7875,5081,0,5,5.935446461,0,,,poiqu,,0
59,59,RGI60-15.09650,15,15-Feb,Cn5O192C0041 Bamolelingjia Glacier,86.218,28.285,15.446,Glacier,Land-terminating,Glacier or ice cap,SRTM,7,,,5613.201172,5594,5009,6714,6714,5009,0,7,10.832972,0,,,poiqu,,1
60,60,RGI60-15.04768,15,15-Jan,,83.99686454,28.60747296,15.312,Glacier,Land-terminating,Glacier or ice cap,SRTM,5,,,6121.006836,6125,4389,7495,7495,4389,0,5,7.304590181,0,,,,,
61,61,RGI60-15.09354,15,15-Jan,Cn5O186C0013 Nalicuomai Glacier,85.39,28.577,14.943,Ice cap,Land-terminating,Glacier or ice cap,SRTM,1,,,5448.819824,5453,4719,6590,6590,4719,0,1,7.604308868,2,,,poiqu,1,1
62,62,RGI60-15.10222,15,15-Feb,Cn5O194D0027 Cuolangma Glacier,86.301,28.329,14.852,Ice cap,Land-terminating,Glacier or ice cap,SRTM,1,,,6192.058105,6111.5,5410,7270,7270,5410,0,1,9.150420341,1,870,,poiqu,,0
63,63,RGI60-15.04813,15,15-Jan,,84.09403202,28.55645781,14.383,Glacier,Land-terminating,Glacier or ice cap,SRTM,7,,,5902.077637,5851,4208,7411,7411,4208,0,7,9.54780461,0,,,,,
64,64,RGI60-15.03743,15,15-Feb,,86.95796975,27.92400051,14.266,Glacier,Land-terminating,Glacier or ice cap,SRTM,9,,,5802.622559,5363,5018,7956,7956,5028,0,9,9.787140254,1,570,,everest,,1
65,65,RGI60-15.04230,15,15-Feb,,85.83445204,28.16264584,14.199,Glacier,Land-terminating,Glacier or ice cap,SRTM,10,,,5299.571289,5252,3889,6645,6645,3889,0,10,11.43952207,0,,,poiqu,1,1
66,66,RGI60-15.10814,15,15-Feb,Cn5O212A0122 Cuogalong Glacier,90.549,28.066,13.881,Glacier,Land-terminating,Glacier or ice cap,SRTM,6,,,5528.227051,5493,4949,6579,6579,4949,0,6,9.620553242,1,340,3400,bhutan,,0
67,67,RGI60-15.04714,15,15-Jan,,84.39260864,28.7430191,13.593,Glacier,Land-terminating,Glacier or ice cap,SRTM,5,,,5472.126953,5637,4479,6390,6390,4479,0,5,14.43563635,0,,,,,
68,68,RGI60-15.03428,15,15-Feb,,86.50771332,27.94194222,13.294,Glacier,Land-terminating,Glacier or ice cap,SRTM,13,,,5350.000977,5400,4596,6281,6281,4596,0,13,10.98943116,0,,,everest,1,1
69,69,RGI60-15.09839,15,15-Feb,Cn5O193A0057,87.08,27.933,13.272,Glacier,Land-terminating,Glacier or ice cap,SRTM,4,,,6473.03125,6325,5411,7742,7742,5411,0,4,7.502290906,0,,,everest,,1
70,70,RGI60-15.10279,15,15-Jan,Cn5O195A0022 Gangbu Glacier,85.521,28.579,13.217,Glacier,Land-terminating,Glacier or ice cap,SRTM,7,,,6037.131348,6054,5170,7182,7182,5170,0,7,8.660777772,1,400,,poiqu,,0
71,71,RGI60-15.10290,15,15-Jan,Cn5O195A0011 Guoluo Glacier,85.618,28.467,13.109,Glacier,Land-terminating,Glacier or ice cap,SRTM,6,,,5930.24707,5915,5281,6709,6709,5281,0,6,6.602813127,1,820,,poiqu,,0
72,72,RGI60-15.11008,15,15-Jan,Cn5O257D0006,82.84,29.713,12.969,Glacier,Land-terminating,Glacier or ice cap,SRTM,7,,,5718.686035,5743,5174,6277,6277,5174,0,7,11.22263635,0,360,1300,central_west_one,,0
73,73,RGI60-15.03474,15,15-Feb,,86.64416504,28.06834602,12.919,Glacier,Land-terminating,Glacier or ice cap,SRTM,4,,,5734.143066,5509,4937,7268,7268,4938,0,4,11.44773737,2,,,everest,1,1
74,74,RGI60-15.04600,15,15-Jan,,84.50224304,28.71277237,12.755,Glacier,Land-terminating,Glacier or ice cap,SRTM,5,,,5526.23291,5669,4465,6509,6509,4465,0,5,15.69019949,0,,,,,
75,75,RGI60-15.10070,15,15-Feb,Cn5O193B0118 East Rongbuk Glacier,86.956,28.089,12.646,Ice cap,Land-terminating,Glacier or ice cap,SRTM,1,,,6443.716797,6419,5916,6989,6989,5916,0,1,4.645904038,0,,,everest,,
76,76,RGI60-15.03417,15,15-Feb,,86.7558094,28.00681604,12.604,Glacier,Land-terminating,Glacier or ice cap,SRTM,8,,,5523.832031,5510,5001,6955,6918,5001,0.002146924,8,11.58979797,0,,,everest,1,1
77,77,RGI60-15.02637,15,15-Feb,,90.51504251,28.03508613,12.496,Glacier,Land-terminating,Glacier or ice cap,SRTM,6,,,5122.195801,5067,4697,6009,6009,4698,0,6,9.668742418,2,,,bhutan,1,1
78,78,RGI60-15.03734,15,15-Feb,,86.80792236,28.00566864,12.451,Glacier,Land-terminating,Glacier or ice cap,SRTM,8,,,5423.005371,5402,5129,6309,6309,5129,0,8,7.64783838,2,,,everest,1,1
79,79,RGI60-15.05606,15,15-Jan,,82.75569153,29.37703514,12.199,Glacier,Land-terminating,Glacier or ice cap,SRTM,9,,,5054.737793,4983,4074,6348,6346,4074,0.000361991,9,12.14307546,0,,,central_west_one,,1
80,80,RGI60-15.03188,15,15-Feb,,88.24804987,27.66392004,11.994,Glacier,Land-terminating,Glacier or ice cap,SRTM,5,,,5449.043945,5331.5,4332,6753,6753,4332,0,5,7.046078062,0,,,sikkim,,0
81,81,RGI60-15.09781,15,15-Feb,Cn5O192E0027 Dangpu Glacier,86.503,28.014,11.97,Glacier,Land-terminating,Glacier or ice cap,SRTM,3,,,5503.986816,5446.5,4778,6545,6545,4778,0,3,7.210244584,0,,,everest,1,1
82,82,RGI60-15.10342,15,15-Feb,Cn5O197B0144 Yindapu Glacier,87.887,27.925,11.878,Glacier,Land-terminating,Glacier or ice cap,SRTM,9,,,5767.167969,5794,5236,6462,6462,5236,0,9,7.882995667,0,,,sikkim,,1
83,83,RGI60-15.04119,15,15-Jan,,85.64497674,28.26235102,11.836,Glacier,Land-terminating,Glacier or ice cap,SRTM,14,,,5315.837891,5445,4173,6496,6496,4173,0,14,13.33107373,0,,,poiqu,1,1
84,84,RGI60-15.02698,15,15-Feb,,88.15512645,27.8980188,11.71,Glacier,Land-terminating,Glacier or ice cap,SRTM,2,,,5971.786621,5857,5206,7444,7444,5206,0,2,8.008744151,1,700,,sikkim,,0
85,85,RGI60-15.10860,15,15-Feb,Cn5O212A0222 Kula Glacier,90.625,28.25,11.547,Glacier,Land-terminating,Glacier or ice cap,SRTM,4,,,6202.532715,6108.5,5425,7172,7172,5425,0,4,9.01165829,0,,,bhutan,1,1
86,86,RGI60-15.02866,15,15-Feb,,88.18726808,27.87385999,11.525,Glacier,Land-terminating,Glacier or ice cap,SRTM,6,,,5861.496094,5783,5425,6971,6971,5425,0,6,7.774161323,2,,,sikkim,1,1
87,87,RGI60-15.02831,15,15-Feb,,88.26639652,27.70191414,11.457,Glacier,Land-terminating,Glacier or ice cap,SRTM,7,,,5386.445801,5505,3811,6438,6438,3811,0,7,8.273909806,0,,,sikkim,,1
88,88,RGI60-15.10879,15,15-Feb,Cn5O212A0214 Changrejiang Glacier,90.672,28.284,11.345,Ice cap,Land-terminating,Glacier or ice cap,SRTM,1,,,5757.411621,5828,4812,6796,6796,4812,0,1,10.02140677,0,,,bhutan,,0
89,89,RGI60-15.04258,15,15-Feb,,85.79890634,28.15868858,11.316,Glacier,Land-terminating,Glacier or ice cap,SRTM,7,,,5215.618164,5346,3858,6812,6812,3858,0,7,9.772912406,0,,,poiqu,1,1
90,90,RGI60-15.04101,15,15-Jan,,84.72155647,28.46888301,11.238,Glacier,Land-terminating,Glacier or ice cap,SRTM,7,,,5610.287109,5658.5,3879,6601,6601,3879,0,7,9.276552375,0,,,,,
91,91,RGI60-15.04717,15,15-Jan,,84.3812561,28.71857262,11.196,Glacier,Land-terminating,Glacier or ice cap,SRTM,7,,,5239.409668,5631.5,3646,6399,6399,3646,0,7,14.84949999,0,,,,,
92,92,RGI60-15.09106,15,15-Jan,Cn5O184A0039 Baibubu Glacier,84.483,28.756,11.165,Glacier,Land-terminating,Glacier or ice cap,SRTM,6,,,5971.081055,5954,5190,6786,6786,5190,0,6,6.483847614,0,,,,,
93,93,RGI60-15.02373,15,15-Feb,,90.31890431,28.12480263,10.942,Glacier,Land-terminating,Glacier or ice cap,SRTM,2,,,5815.214355,6068,4530,6877,6877,4530,0,2,9.429257136,1,310,3900,bhutan,,0
94,94,RGI60-15.09249,15,15-Jan,Cn5O186A0034 Baiwu Glacier,85.134,28.413,10.887,Glacier,Land-terminating,Glacier or ice cap,SRTM,1,,,5377.21582,5300,3759,7384,7380,3759,9.74E-05,1,7.353171424,0,,,,,
95,95,RGI60-15.02371,15,15-Feb,,90.27614692,28.13450442,10.486,Glacier,Land-terminating,Glacier or ice cap,SRTM,5,,,5500.665039,5869.5,4452,6898,6898,4452,0,5,9.632516662,1,900,,bhutan,,0
96,96,RGI60-15.04176,15,15-Jan,,85.74748184,28.20009294,10.284,Glacier,Land-terminating,Glacier or ice cap,SRTM,10,,,5269.744629,5248,4541,6365,6365,4541,0,10,10.83175757,0,,,poiqu,1,1
97,97,RGI60-15.10437,15,15-Feb,Cn5O197B0097 Laxia Glacier,88.119,27.961,10.202,Glacier,Land-terminating,Glacier or ice cap,SRTM,4,,,6219.377441,6227,5538,6793,6793,5538,0,4,5.577486866,0,,,sikkim,,0
98,98,RGI60-15.04098,15,15-Jan,,84.58766724,28.58159575,10.159,Glacier,Land-terminating,Glacier or ice cap,SRTM,4,,,5310.736816,5270,4007,6962,6962,4007,0,4,6.749954396,0,,,,,
99,99,RGI60-15.09377,15,15-Jan,Cn5O186C0046 Jinabasha Glacier,85.479,28.596,9.923,Ice cap,Land-terminating,Glacier or ice cap,SRTM,1,,,5449.235352,5417,4730,6540,6540,4730,0,1,4.158506202,0,,,poiqu,1,1
100,100,RGI60-15.04631,15,15-Jan,,84.4320755,28.7782898,9.916,Glacier,Land-terminating,Glacier or ice cap,SRTM,4,,,6008.560547,5991,5040,7054,7047,5040,0.000701825,4,9.49230591,0,,,,,
101,101,RGI60-15.09858,15,15-Feb,Cn5O193A0049 Lamalangzhuo Glacier,87.111,27.962,9.817,Glacier,Land-terminating,Glacier or ice cap,SRTM,3,,,5410.717773,5246,4394,7411,7411,4394,0,3,6.986267238,0,,,everest,,1
